value,emory_probability,mimic_iv_probability,ucmc_probability
6.36,0.9662759326448972,,
6.38,0.9663689645548423,,
6.39,0.9666015443297051,,
6.4,0.9667410921946228,0.9439407149084569,0.9819365707562306
6.41,0.966927156014513,,
6.42,0.9669736719694856,,
6.43,0.9670201879244581,,
6.45,0.9671597357893758,,
6.46,0.967345799609266,,
6.48,0.9673923155642385,,
6.49,0.9674388315192111,,
6.5,,0.9459459459459459,0.9827254251791635
6.51,0.9676248953391013,,
6.52,0.9678574751139641,,
6.53,0.9679505070239092,,
6.54,0.9680435389338543,,
6.55,0.9680900548888268,,
6.57,0.9682296027537446,,
6.58,0.9683691506186622,,
6.59,0.9684621825286073,,
6.6,0.9685086984835799,0.9475152571926766,0.9836747245694727
6.61,0.9685552144385524,,
6.64,0.9686017303935249,,
6.67,0.9687877942134152,,
6.68,0.9688343101683877,,
6.69,0.9691599218531957,,
6.7,0.9692994697181133,0.9493461203138622,0.9844100973366136
6.71,0.9693925016280585,,
6.72,0.9695320494929761,,
6.73,0.9697181133128663,,
6.74,0.9698111452228114,,
6.75,0.9699041771327566,,
6.76,0.9699972090427016,,
6.77,0.9700437249976742,,
6.78,0.9701832728625919,,
6.79,0.9702297888175644,,
6.8,0.970369336682482,0.9509154315605929,0.9851588405177024
6.81,0.9704623685924272,,
6.82,0.9706484324123175,,
6.83,0.97069494836729,,
6.84,0.9707414643222625,,
6.85,0.9708810121871801,,
6.86,0.9709275281421528,,
6.87,0.9710670760070704,,
6.88,0.9711135919620429,,
6.89,0.9712066238719881,,
6.9,0.9713461717369057,0.9517872711421098,0.9859075836987913
6.91,0.9713926876918784,,
6.92,0.9715787515117685,,
6.93,0.9717182993766862,,
6.94,0.9718113312866313,,
6.96,0.9719043631965765,,
6.97,0.971950879151549,,
6.98,0.9719973951065215,,
6.99,0.9720904270164666,,
7.0,0.9721369429714392,0.9532693984306888,0.9866162156380361
7.01,0.9722299748813843,,
7.02,0.972369522746302,,
7.03,0.9724160387012746,,
7.07,0.9725090706112196,,
7.08,0.9726486184761373,,
7.09,0.9728811982510001,,
7.1,0.9729277142059727,0.9542284219703574,0.9870975505401647
7.11,0.9729742301609452,,
7.13,0.9730672620708903,,
7.14,0.9731602939808355,,
7.15,0.9732998418457531,,
7.16,0.9734393897106708,,
7.17,0.9734859056656433,,
7.18,0.9735324216206158,,
7.19,0.973625453530561,,
7.2,,0.9556233653007846,0.9876591079259814
7.21,0.9736719694855336,,
7.22,0.9737650013954786,,
7.23,0.9739045492603963,,
7.24,0.9739510652153689,,
7.25,0.9740906130802865,,
7.26,0.9742301609452042,,
7.27,0.9742766769001767,,
7.28,0.9743231928551493,,
7.29,0.9744162247650944,,
7.3,0.9746022885849847,0.9574542284219704,0.9880735907583699
7.31,0.9746953204949298,,
7.32,0.9747418364499023,,
7.33,0.9748348683598475,,
7.34,0.9750209321797376,,
7.35,0.9751139640896828,,
7.36,0.9751604800446553,,
7.37,0.9752069959996279,,
7.38,0.9753465438645456,,
7.4,0.9753930598195181,0.9588491717523976,0.9887153706278746
7.42,0.9754395757744907,,
7.43,0.9755326076844357,,
7.44,0.9756256395943809,,
7.45,0.9758117034142711,,
7.47,0.9758582193692437,,
7.49,0.9759047353242162,,
7.5,0.9760442831891338,0.9598081952920663,0.9892368167718473
7.51,0.976137315099079,,
7.52,0.9762768629639966,,
7.54,0.9763233789189693,,
7.56,0.9763698948739418,,
7.59,0.9764164108289143,,
7.6,0.9764629267838869,0.9611159546643417,0.9896245587763397
7.61,0.9765094427388594,,
7.62,0.9766024746488046,,
7.63,0.9766955065587497,,
7.64,0.9767420225137222,,
7.65,0.9768350544236674,,
7.66,0.9769280863336124,,
7.67,0.976974602288585,,
7.68,0.9770211182435575,,
7.69,0.97706763419853,,
7.7,0.9771141501535027,0.9616390584132519,0.9900657824366242
7.71,0.9771606661084752,,
7.73,0.9772536980184203,,
7.74,0.9773002139733928,,
7.76,0.9773467299283655,,
7.77,0.977393245883338,,
7.78,0.9774397618383105,,
7.8,,0.9627724498692241,0.9905203765108568
7.81,0.9775793097032283,,
7.82,0.9776723416131733,,
7.84,0.9777188575681459,,
7.85,0.977811889478091,,
7.86,0.9779049213880361,,
7.88,0.9779979532979812,,
7.89,0.9780444692529537,,
7.9,0.9780909852079264,0.9643417611159547,0.9909616001711413
7.93,0.9781375011628989,,
7.94,0.9782770490278165,,
7.96,0.9784165968927342,,
7.98,0.9785561447576518,,
8.0,0.978649176667597,0.9655623365300785,0.9913493421756338
8.01,0.9787422085775421,,
8.02,0.9788352404874872,,
8.03,0.9788817564424598,,
8.04,0.9789282723974323,,
8.06,0.9789747883524049,,
8.07,0.9790213043073774,,
8.08,0.97906782026235,,
8.09,0.9792073681272676,,
8.1,,0.9664341761115954,0.9916033800406461
8.11,0.9792538840822402,,
8.12,0.9793004000372127,,
8.13,0.9793934319471579,,
8.14,0.9794399479021304,,
8.15,0.979486463857103,,
8.16,0.9795794957670481,,
8.17,0.9796260117220207,,
8.18,0.9796725276769932,,
8.19,0.9797190436319657,,
8.2,0.9797655595869383,0.967131647776809,0.9919777516311905
8.23,0.9798120755419109,,
8.25,0.9799516234068285,,
8.26,0.9799981393618011,,
8.27,0.9800446553167736,,
8.29,0.9800911712717462,,
8.3,,0.9681778552746295,0.9922585303240988
8.32,0.9801376872267188,,
8.33,0.9802772350916364,,
8.34,0.9803702670015816,,
8.36,0.9804167829565541,,
8.37,0.9805098148664992,,
8.38,0.9805563308214718,,
8.4,0.9806028467764443,0.9695727986050566,0.9925125681891112
8.41,0.9806493627314169,,
8.43,0.980742394641362,,
8.46,0.9808354265513071,,
8.47,0.9808819425062797,,
8.48,0.9809284584612522,,
8.49,0.9810214903711973,,
8.5,,0.970357454228422,0.9927666060541235
8.51,0.9811145222811425,,
8.52,0.981161038236115,,
8.53,0.9812075541910875,,
8.54,0.9812540701460601,,
8.55,0.9813005861010327,,
8.56,0.9813471020560052,,
8.58,0.9813936180109778,,
8.6,,0.9714036617262424,0.9931276072307199
8.61,0.9814866499209228,,
8.63,0.9815331658758955,,
8.65,0.9816261977858406,,
8.67,0.9816727137408131,,
8.68,0.9817192296957856,,
8.69,0.9819052935156759,,
8.7,0.9820448413805936,0.9724498692240627,0.9934484971654722
8.71,0.9821378732905387,,
8.72,0.9821843892455112,,
8.73,0.9822309052004837,,
8.75,0.9822774211554564,,
8.76,0.9823704530654014,,
8.8,0.982416969020374,0.9734088927637314,0.9937560166862766
8.82,0.9824634849753465,,
8.83,0.9825565168852917,,
8.85,0.9826495487952368,,
8.88,0.9826960647502093,,
8.9,0.9827890966601545,0.9737576285963383,0.994117017862873
8.94,0.9828821285700995,,
8.96,0.9829751604800446,,
9.0,0.9830216764350173,0.9741935483870968,0.9944913894534175
9.02,0.9831612242999349,,
9.03,0.9832542562098799,,
9.07,0.9833938040747977,,
9.08,0.9834403200297702,,
9.09,0.9834868359847427,,
9.1,,0.974716652136007,0.9948122793881699
9.14,0.9835333519397154,,
9.16,0.9836263838496604,,
9.2,,0.9755884917175239,0.9950930580810782
9.26,0.983672899804633,,
9.27,0.983765931714578,,
9.29,0.9838589636245232,,
9.3,,0.9766346992153444,0.9952936142902984
9.31,0.9839054795794958,,
9.32,0.9839985114894408,,
9.34,0.9840450274444135,,
9.4,0.984091543399386,0.9774193548387097,0.9955610225692587
9.44,0.9842310912643036,,
9.47,0.9842776072192763,,
9.48,0.9843706391292213,,
9.5,,0.9775065387968613,0.9956947267087389
9.56,0.9844636710391664,,
9.59,0.9845567029491116,,
9.6,,0.9780296425457716,0.995841801262167
9.61,0.9846032189040841,,
9.64,0.9846497348590566,,
9.65,0.9846962508140292,,
9.68,0.9847427667690017,,
9.7,,0.9786399302528335,0.9960690982992834
9.71,0.9848357986789469,,
9.74,0.9848823146339194,,
9.75,0.984928830588892,,
9.76,0.9849753465438645,,
9.77,0.985021862498837,,
9.8,,0.979075850043592,0.9962429136806076
9.82,0.9850683784538097,,
9.84,0.9851148944087822,,
9.85,0.9851614103637548,,
9.9,,0.9798605056669573,0.9963231361642957
9.91,0.9852079263187273,,
9.93,0.9852544422736998,,
9.94,0.985347474183645,,
9.95,0.9853939901386175,,
9.97,0.9854405060935901,,
10.0,,0.9804707933740192,0.9964300994758798
10.01,0.9854870220485626,,
10.06,0.9855335380035352,,
10.1,,0.9809067131647777,0.9964835811316718
10.11,0.9855800539585078,,
10.14,0.9856265699134803,,
10.15,0.9856730858684529,,
10.2,,0.9814298169136879,0.9966841373408921
10.25,0.9857196018234254,,
10.27,0.9858126337333706,,
10.28,0.9858591496883431,,
10.3,,0.9815170008718396,0.9968178414803722
10.32,0.9859056656433156,,
10.34,0.9859521815982882,,
10.36,0.9859986975532608,,
10.39,0.9860917294632059,,
10.4,0.9861382454181784,0.9823016564952048,0.9969248047919563
10.41,0.986184761373151,,
10.43,0.9862312773281235,,
10.46,0.9862777932830961,,
10.47,0.9863243092380687,,
10.48,0.9863708251930412,,
10.5,,0.9826503923278117,0.9970050272756444
10.52,0.9864173411480137,,
10.55,0.9864638571029863,,
10.58,0.9865103730579589,,
10.59,0.9865568890129315,,
10.6,,0.9829119442022668,0.9971119905872285
10.65,0.986603404967904,,
10.66,0.9866499209228765,,
10.67,0.9866964368778491,,
10.68,0.9867429528328217,,
10.7,,0.983435047951177,0.9971788426569687
10.74,0.9867894687877942,,
10.75,0.9868359847427668,,
10.78,0.9868825006977393,,
10.8,,0.9836094158674804,0.9972858059685528
10.82,0.9869755326076844,,
10.84,0.987022048562657,,
10.86,0.9871150804726021,,
10.9,,0.9841325196163906,0.9973793988661889
10.93,0.9871615964275746,,
10.94,0.9872081123825472,,
10.96,0.9872546283375198,,
10.98,0.9873011442924923,,
10.99,0.9873476602474649,,
11.0,,0.9843940714908457,0.9975264734196171
11.04,0.9873941762024374,,
11.06,0.98744069215741,,
11.1,,0.9845684394071491,0.9975799550754091
11.11,0.9874872081123826,,
11.12,0.9875337240673551,,
11.14,0.9875802400223277,,
11.16,0.9876267559773002,,
11.2,0.9876732719322727,0.9846556233653008,0.9977002888009413
11.22,0.9877197878872453,,
11.23,0.9877663038422179,,
11.25,0.9878128197971905,,
11.3,,0.9849171752397559,0.9977805112846294
11.33,0.987859335752163,,
11.35,0.9879523676621081,,
11.36,0.9879988836170807,,
11.38,0.9880453995720532,,
11.4,,0.985178727114211,0.9978339929404214
11.44,0.9880919155270258,,
11.5,0.9881384314819983,0.9857890148212729,0.9979008450101615
11.53,0.9881849474369708,,
11.54,0.9882314633919435,,
11.57,0.988277979346916,,
11.6,,0.986050566695728,0.9979810674938496
11.63,0.9883244953018886,,
11.7,0.9883710112568611,0.9865736704446382,0.9980211787356936
11.8,,0.9866608544027898,0.9980746603914857
11.83,0.9884640431668062,,
11.84,0.9885105591217788,,
11.89,0.9886035910317239,,
11.9,0.9886501069866964,0.9867480383609416,0.9982217349449138
12.0,0.9887431388966416,0.9872711421098518,0.998275216600706
12.07,0.9887896548516141,,
12.09,0.9888826867615592,,
12.1,0.9889292027165317,0.9877070619006103,0.9983420686704461
12.15,0.9889757186715044,,
12.2,0.9890222346264769,,0.9984222911541342
12.22,0.9890687505814494,,
12.26,0.989115266536422,,
12.27,0.9891617824913945,,
12.29,0.9892082984463672,,
12.3,,0.9878814298169137,0.9985025136378223
12.31,0.9893013303563122,,
12.32,0.9893943622662573,,
12.34,0.9894408782212298,,
12.38,0.9894873941762025,,
12.4,0.989533910131175,0.9882301656495205,0.9985827361215103
12.44,0.9896269420411201,,
12.45,0.9897664899060378,,
12.49,0.9898130058610103,,
12.5,,0.9885789014821272,0.9986228473633544
12.53,0.9898595218159829,,
12.59,0.9899060377709554,,
12.6,,0.988666085440279,
12.65,0.9899525537259279,,
12.69,0.9899990696809006,,
12.7,,0.9890148212728858,0.9986629586051984
12.74,0.9900921015908457,,
12.75,0.9901386175458182,,
12.79,0.9901851335007907,,
12.8,0.9902316494557634,0.9892763731473408,0.9987030698470425
12.81,0.9902781654107359,,
12.82,0.9903246813657084,,
12.87,0.990371197320681,,
12.88,0.9904177132756535,,
12.89,0.9904642292306262,,
12.9,,0.9893635571054926,0.9987565515028345
12.92,0.9905572611405712,,
12.93,0.9906037770955438,,
12.96,0.9906968090054888,,
12.99,0.9907433249604615,,
13.0,,0.9895379250217959,0.9987832923307306
13.01,0.9908363568704065,,
13.06,0.9908828728253791,,
13.08,0.9909293887803516,,
13.1,,0.9897994768962511,0.9988501444004706
13.14,0.9909759047353243,,
13.17,0.9910224206902968,,
13.2,,,0.9989036260562627
13.22,0.9910689366452693,,
13.3,,0.9903225806451613,0.9989704781260028
13.32,0.9911619685552144,,
13.36,0.991208484510187,,
13.38,0.9912550004651596,,
13.39,0.9913015164201321,,
13.4,,0.9904969485614646,0.9990373301957428
13.41,0.9913945483300772,,
13.47,0.9914410642850497,,
13.48,0.9914875802400224,,
13.5,,0.9906713164777681,0.9990507006096909
13.51,0.9915340961949949,,
13.52,0.9915806121499674,,
13.58,0.99162712810494,,
13.6,,0.9908456843940715,0.9990774414375869
13.63,0.9916736440599125,,
13.66,0.991720160014885,,
13.68,0.9917666759698577,,
13.69,0.9918131919248302,,
13.7,0.9919062238347753,0.9911072362685266,
13.72,0.9919527397897479,,
13.74,0.9919992557447205,,
13.77,0.992045771699693,,
13.78,0.9920922876546655,,
13.79,0.9921388036096381,,
13.8,,,0.999144293507327
13.82,0.9921853195646106,,
13.84,0.9922318355195833,,
13.89,0.9923248674295283,,
13.9,0.9923713833845009,0.99128160418483,0.999184404749171
13.91,0.992464415294446,,
13.95,0.9925109312494186,,
14.0,,0.9915431560592851,0.999197775163119
14.01,0.9925574472043911,,
14.06,0.9926039631593636,,
14.07,0.9926969950693088,,
14.08,0.9927435110242814,,
14.1,,0.9916303400174368,0.999211145577067
14.15,0.9928365429342264,,
14.16,0.992883058889199,,
14.17,0.9929295748441715,,
14.18,0.9929760907991441,,
14.19,0.9930226067541167,,
14.2,,0.9919790758500436,0.9992378864049631
14.22,0.9930691227090892,,
14.23,0.9931156386640618,,
14.24,0.9931621546190343,,
14.28,0.9932086705740069,,
14.3,0.9932551865289795,0.992153443766347,0.9992646272328591
14.33,0.993301702483952,,
14.34,0.9933947343938971,,
14.4,,0.9922406277244987,0.9993047384747031
14.43,0.9934412503488697,,
14.44,0.9934877663038422,,
14.45,0.9935342822588148,,
14.5,,0.9923278116826504,0.9993715905444432
14.52,0.9936273141687599,,
14.56,0.9936738301237324,,
14.57,0.993720346078705,,
14.6,,0.9925021795989538,0.9993983313723392
14.64,0.9937668620336776,,
14.67,0.9938133779886501,,
14.7,,0.9926765475152572,0.9994384426141834
14.74,0.9938598939436226,,
14.75,0.9939064098985952,,
14.76,0.9939529258535678,,
14.78,0.9940459577635129,,
14.8,,0.9931124673060157,0.9994919242699754
14.83,0.9940924737184854,,
14.9,0.9941855056284306,0.9931996512641674,0.9995052946839235
14.96,0.9942320215834031,,
15.0,,0.9932868352223191,
15.01,0.9942785375383757,,
15.1,,0.9935483870967742,
15.11,0.9943250534933482,,
15.15,0.9943715694483207,,
15.16,0.9944180854032934,,
15.17,0.9944646013582659,,
15.2,,0.9937227550130776,
15.23,0.9945111173132385,,
15.24,0.994557633268211,,
15.26,0.9946041492231835,,
15.28,0.9946506651781561,,
15.3,,0.993897122929381,0.9995186650978715
15.36,0.9946971811331287,,
15.4,,0.9939843068875327,0.9995320355118195
15.43,0.9947902130430738,,
15.46,0.9948367289980463,,
15.47,0.9948832449530188,,
15.5,,0.9941586748038361,0.9995587763397155
15.51,0.9949297609079915,,
15.53,0.994976276862964,,
15.59,0.9950227928179366,,
15.6,,0.9942458587619878,0.9995721467536635
15.61,0.9950693087729091,,
15.65,0.9951158247278816,,
15.69,0.9952088566378268,,
15.7,,0.9943330427201394,0.9995988875815596
15.71,0.9953018885477719,,
15.72,0.9953484045027444,,
15.76,0.995394920457717,,
15.78,0.9954414364126896,,
15.8,,,0.9996122579955076
15.81,0.9954879523676621,,
15.82,0.9955344683226347,,
15.85,0.9955809842776072,,
15.86,0.9956275002325797,,
15.9,,,0.9996256284094556
15.92,0.9956740161875524,,
15.96,0.9957205321425249,,
16.0,,0.9945945945945946,0.9996389988234036
16.07,0.9957670480974974,,
16.1,0.99581356405247,0.9946817785527463,0.9996657396512996
16.13,0.9958600800074425,,
16.15,0.9959065959624152,,
16.19,0.9959531119173877,,
16.29,0.9959996278723602,,
16.3,,0.994768962510898,
16.31,0.9960461438273328,,
16.35,0.9960926597823053,,
16.36,0.9961391757372778,,
16.38,0.9961856916922505,,
16.4,,0.9949433304272014,0.9996791100652476
16.43,0.996232207647223,,
16.44,0.9962787236021956,,
16.46,0.9963252395571681,,
16.5,,,0.9996924804791957
16.51,0.9963717555121406,,
16.54,0.9964182714671133,,
16.55,0.9965113033770583,,
16.6,,0.9950305143853531,0.9997192213070917
16.62,0.9965578193320309,,
16.7,,0.9953792502179599,0.9997325917210397
16.73,0.9966043352870034,,
16.78,0.9966508512419759,,
16.79,0.9966973671969486,,
16.8,,0.995640802092415,0.9997459621349877
16.81,0.9967438831519211,,
16.87,0.9967903991068937,,
16.88,0.9968369150618662,,
16.9,0.9968834310168387,0.9959023539668701,0.9997727029628838
16.91,0.9969299469718114,,
16.93,0.9969764629267839,,
16.96,0.9970229788817564,,
17.0,0.997069494836729,,0.9997860733768318
17.01,0.9971625267466742,,
17.02,0.9972090427016467,,
17.03,0.9972555586566192,,
17.06,0.9973020746115918,,
17.19,0.9973485905665643,,
17.2,0.9973951065215368,0.9959895379250218,
17.28,0.9974416224765095,,
17.3,,0.9961639058413252,0.9997994437907798
17.31,0.9975346543864545,,
17.32,0.9975811703414271,,
17.36,0.9976276862963996,,
17.4,0.9976742022513723,0.9962510897994769,0.9998128142047278
17.43,0.9977207182063448,,
17.49,0.9977672341613173,,
17.5,,0.9964254577157803,0.9998261846186758
17.6,0.9978137501162899,,
17.64,0.9978602660712624,,
17.69,0.997906782026235,,
17.7,0.9979532979812076,0.9965998256320837,0.9998395550326238
17.72,0.9979998139361801,,
17.77,0.9980463298911527,,
17.8,,,0.9998662958605199
17.9,,0.9967741935483871,
17.91,0.9980928458461252,,
17.95,0.9981393618010977,,
18.0,,0.9969485614646905,
18.07,0.9981858777560704,,
18.1,,0.9970357454228422,
18.13,0.9982323937110429,,
18.17,0.9982789096660154,,
18.19,0.998325425620988,,
18.3,0.9983719415759605,0.9971229293809939,
18.35,0.9984184575309331,,
18.36,0.9984649734859057,,
18.4,,,0.9998796662744679
18.46,0.9985114894408782,,
18.5,,0.9972101133391456,
18.6,,0.9972972972972973,0.9998930366884159
18.9,,0.9975588491717524,
19.01,0.9985580053958508,,
19.06,0.9986510373057959,,
19.1,,0.9978204010462075,
19.36,0.9986975532607685,,
19.4,,0.9979075850043592,
19.41,0.998744069215741,,
19.5,,0.9979947689625109,0.9999064071023639
19.57,0.9987905851707135,,
19.6,,0.9981691368788143,
19.64,0.9988371011256861,,
19.7,,0.998256320836966,
19.8,,,0.9999197775163119
19.9,0.9988836170806586,,
19.93,0.9989301330356313,,
20.0,,0.9983435047951177,
20.08,0.9989766489906038,,
20.1,,0.9986050566695728,
20.22,0.9990231649455763,,
20.24,0.9990696809005489,,
20.3,,0.9986922406277245,
20.31,0.9991161968555214,,
20.4,,,0.9999331479302599
20.5,,0.9988666085440279,
20.6,,,0.9999465183442079
20.79,0.999162712810494,,
20.87,0.9992092287654666,,
20.88,0.9992557447204391,,
20.89,0.9993022606754116,,
21.0,0.9993487766303842,0.9989537925021796,
21.01,0.9993952925853568,,
21.2,,0.9990409764603313,
21.3,,0.999128160418483,
21.4,,0.9992153443766347,0.999959888758156
21.8,,0.9993025283347864,
21.97,0.9994418085403294,,
22.01,0.9994883244953019,,
22.42,0.9995348404502744,,
22.53,0.999581356405247,,
22.7,,,0.999973259172104
22.8,,0.999389712292938,
22.86,0.9996278723602195,,
22.9,,0.9994768962510898,
23.4,,0.9996512641673932,
23.45,0.9996743883151921,,
23.86,0.9997209042701647,,
24.31,0.9997674202251372,,
25.2,,0.9997384481255449,
25.3,,,0.999986629586052
25.8,,0.9998256320836966,
26.04,0.9998139361801098,,
26.48,0.9998604521350823,,
26.5,,0.9999128160418483,
28.21,0.9999069680900549,,
28.4,,1.0,
30.1,,,1.0
32.77,0.9999534840450275,,
43.29,1.0,,
